Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	parkinsons_gene	stuttering_gene	tic_gene
ITGB6	Integrin Subunit Beta 6	Protein Coding	P18564	61	GC02M160099	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB6	True	True	False	False
ITIH1	Inter-Alpha-Trypsin Inhibitor Heavy Chain 1	Protein Coding	P19827	48	GC03P052777	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH1	True	False	False	False
ITIH3	Inter-Alpha-Trypsin Inhibitor Heavy Chain 3	Protein Coding	Q06033	52	GC03P052794	2.24084877967834	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH3	True	False	False	True
ITIH4	Inter-Alpha-Trypsin Inhibitor Heavy Chain 4	Protein Coding	Q14624	55	GC03M052812	3.2149076461792	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4	True	True	False	True
ITIH5	Inter-Alpha-Trypsin Inhibitor Heavy Chain 5	Protein Coding	Q86UX2	51	GC10M007559	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH5	True	False	False	False
ITK	IL2 Inducible T Cell Kinase	Protein Coding	Q08881	64	GC05P159566	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITK	True	False	False	True
ITM2B	Integral Membrane Protein 2B	Protein Coding	Q9Y287	57	GC13P048233	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITM2B	False	True	False	True
ITPA	Inosine Triphosphatase	Protein Coding	Q9BY32	60	GC20P010973	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPA	True	False	False	False
ITPKB	Inositol-Trisphosphate 3-Kinase B	Protein Coding	P27987	51	GC01M226631	1.41793096065521	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPKB	False	True	False	False
ITPR1	Inositol 1,4,5-Trisphosphate Receptor Type 1	Protein Coding	Q14643	62	GC03P004496	14.8487672805786	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1	True	True	False	True
ITPR3	Inositol 1,4,5-Trisphosphate Receptor Type 3	Protein Coding	Q14573	59	GC06P033620	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3	True	True	False	False
ITPR3-AS1	ITPR3 Antisense RNA 1	RNA Gene		7	GC06M109690	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3-AS1	True	False	False	False
ITSN2	Intersectin 2	Protein Coding	Q9NZM3	50	GC02M024203	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN2	False	True	False	False
IVD	Isovaleryl-CoA Dehydrogenase	Protein Coding	P26440	57	GC15P040405	6.62441301345825	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVD	True	False	False	False
IVL	Involucrin	Protein Coding	P07476	51	GC01P176624	2.25114035606384	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVL	True	False	False	False
IVNS1ABP	Influenza Virus NS1A Binding Protein	Protein Coding	Q9Y6Y0	52	GC01M186914	0.658521831035614	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVNS1ABP	False	False	False	True
IYD	Iodotyrosine Deiodinase	Protein Coding	Q6PHW0	54	GC06P150368	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IYD	True	False	False	False
IZUMO3	IZUMO Family Member 3	Protein Coding	Q5VZ72	31	GC09M024542	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IZUMO3	True	False	False	False
JADE2	Jade Family PHD Finger 2	Protein Coding	Q9NQC1	40	GC05P135086	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JADE2	True	True	True	False
JAG1	Jagged Canonical Notch Ligand 1	Protein Coding	P78504	63	GC20M010637	4.63740825653076	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1	True	False	False	False
JAGN1	Jagunal Homolog 1	Protein Coding	Q8N5M9	45	GC03P009890	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAGN1	False	True	False	False
JAK1	Janus Kinase 1	Protein Coding	P23458	66	GC01M064833	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1	True	True	False	False
JAK2	Janus Kinase 2	Protein Coding	O60674	66	GC09P004985	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2	True	True	False	False
JAK3	Janus Kinase 3	Protein Coding	P52333	65	GC19M017824	4.53883457183838	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK3	True	False	False	False
JAM2	Junctional Adhesion Molecule 2	Protein Coding	P57087	52	GC21P025639	0.768786609172821	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAM2	False	True	False	False
JAM3	Junctional Adhesion Molecule 3	Protein Coding	Q9BX67	55	GC11P134096	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAM3	True	True	False	False
JARID2	Jumonji And AT-Rich Interaction Domain Containing 2	Protein Coding	Q92833	54	GC06P015246	4.58739185333252	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JARID2	True	False	False	True
JBS	Jacobsen Syndrome	Genetic Locus		6	GC11U990073	6.88888931274414	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JBS	True	False	False	False
JCAD	Junctional Cadherin 5 Associated	Protein Coding	Q9P266	38	GC10M030012	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JCAD	True	True	False	False
JMJD1C	Jumonji Domain Containing 1C	Protein Coding	Q15652	53	GC10M063167	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD1C	True	True	False	False
JMJD1C-AS1	JMJD1C Antisense RNA 1	RNA Gene		14	GC10P063465	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD1C-AS1	True	False	False	False
JMJD1C-AS2	JMJD1C Antisense RNA 2	RNA Gene		7	GC10P063426	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD1C-AS2	True	False	False	False
JOSD1	Josephin Domain Containing 1	Protein Coding	Q15040	47	GC22M038685	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JOSD1	False	True	False	False
JOSD2	Josephin Domain Containing 2	Protein Coding	Q8TAC2	47	GC19M050505	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JOSD2	False	True	False	False
JPH1	Junctophilin 1	Protein Coding	Q9HDC5	52	GC08M074234	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH1	False	True	False	False
JPH2	Junctophilin 2	Protein Coding	Q9BR39	55	GC20M044111	2.25775766372681	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH2	True	True	False	True
JPH3	Junctophilin 3	Protein Coding	Q8WXH2	54	GC16P087601	2.7220196723938	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH3	True	True	False	True
JPH4	Junctophilin 4	Protein Coding	Q96JJ6	44	GC14M023568	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH4	False	True	False	False
JPT1P1	JPT1 Pseudogene 1	Pseudogene		5	GC02M173504	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPT1P1	True	False	False	False
JPX	JPX Transcript, XIST Activator	RNA Gene		25	GC0XP075115	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPX	True	False	False	False
JRK	Jrk Helix-Turn-Helix Protein	Protein Coding	O75564	46	GC08M142657	4.99704551696777	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JRK	True	False	False	True
JRKL	JRK Like	Protein Coding	Q9Y4A0	42	GC11P096389	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JRKL	True	False	False	False
JUN	Jun Proto-Oncogene, AP-1 Transcription Factor Subunit	Protein Coding	P05412	62	GC01M058780	4.78293991088867	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN	True	True	False	True
JUN-DT	JUN Divergent Transcript	RNA Gene		15	GC01P078636	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN-DT	True	False	False	False
JUND	JunD Proto-Oncogene, AP-1 Transcription Factor Subunit	Protein Coding	P17535	54	GC19M018279	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUND	False	True	False	False
JUP	Junction Plakoglobin	Protein Coding	P14923	61	GC17M041754	0.521549761295319	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUP	False	False	False	True
KALRN	Kalirin RhoGEF Kinase	Protein Coding	O60229	54	GC03P124033	2.52142024040222	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KALRN	True	False	False	True
KANK1	KN Motif And Ankyrin Repeat Domains 1	Protein Coding	Q14678	54	GC09P000515	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANK1	True	False	False	False
KANSL1	KAT8 Regulatory NSL Complex Subunit 1	Protein Coding	Q7Z3B3	52	GC17M097370	3.97868156433105	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL1	True	True	True	False
KANSL1-AS1	KANSL1 Antisense RNA 1	RNA Gene		25	GC17P046193	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL1-AS1	True	True	True	False
KANSL1L	KAT8 Regulatory NSL Complex Subunit 1 Like	Protein Coding	A0AUZ9	40	GC02M210021	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL1L	True	False	True	False
KANSL2	KAT8 Regulatory NSL Complex Subunit 2	Protein Coding	Q9H9L4	43	GC12M048653	2.97648334503174	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL2	True	False	True	False
KANSL3	KAT8 Regulatory NSL Complex Subunit 3	Protein Coding	Q9P2N6	47	GC02M102318	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL3	True	False	True	False
KAT2A	Lysine Acetyltransferase 2A	Protein Coding	Q92830	62	GC17M042113	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2A	True	True	False	False
KAT2B	Lysine Acetyltransferase 2B	Protein Coding	Q92831	61	GC03P027241	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2B	True	True	False	False
KAT5	Lysine Acetyltransferase 5	Protein Coding	Q92993	63	GC11P065711	5.93650817871094	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT5	True	False	False	True
KAT6A	Lysine Acetyltransferase 6A	Protein Coding	Q92794	57	GC08M041929	4.20860910415649	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT6A	True	False	False	True
KAT6B	Lysine Acetyltransferase 6B	Protein Coding	Q8WYB5	58	GC10P075965	13.0090475082397	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT6B	True	False	False	False
KAT8	Lysine Acetyltransferase 8	Protein Coding	Q9H7Z6	57	GC16P121083	6.72053194046021	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT8	True	False	True	False
KATNAL2	Katanin Catalytic Subunit A1 Like 2	Protein Coding	Q8IYT4	49	GC18P046917	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KATNAL2	True	False	False	True
KATNB1	Katanin Regulatory Subunit B1	Protein Coding	Q9BVA0	54	GC16P057735	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KATNB1	True	False	False	False
KATNIP	Katanin Interacting Protein	Protein Coding	O60303	45	GC16P120793	4.32662391662598	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KATNIP	True	False	False	False
KBTBD11	Kelch Repeat And BTB Domain Containing 11	Protein Coding	O94819	40	GC08P001973	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KBTBD11	False	True	False	False
KBTBD13	Kelch Repeat And BTB Domain Containing 13	Protein Coding	C9JR72	42	GC15P193369	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KBTBD13	True	False	False	False
KC6	Keratoconus Gene 6	RNA Gene		17	GC18M041375	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KC6	True	False	False	False
KCNA1	Potassium Voltage-Gated Channel Subfamily A Member 1	Protein Coding	Q09470	58	GC12P074010	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA1	True	True	False	True
KCNA2	Potassium Voltage-Gated Channel Subfamily A Member 2	Protein Coding	P16389	59	GC01M110519	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA2	True	True	False	True
KCNA3	Potassium Voltage-Gated Channel Subfamily A Member 3	Protein Coding	P22001	57	GC01M110654	3.9130117893219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA3	True	True	False	True
KCNA4	Potassium Voltage-Gated Channel Subfamily A Member 4	Protein Coding	P22459	58	GC11M030009	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA4	True	True	False	True
KCNAB1	Potassium Voltage-Gated Channel Subfamily A Regulatory Beta Subunit 1	Protein Coding	Q14722	54	GC03P156037	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNAB1	False	True	False	False
KCNAB2	Potassium Voltage-Gated Channel Subfamily A Regulatory Beta Subunit 2	Protein Coding	Q13303	55	GC01P075060	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNAB2	True	False	False	True
KCNAB3	Potassium Voltage-Gated Channel Subfamily A Regulatory Beta Subunit 3	Protein Coding	O43448	50	GC17M096224	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNAB3	True	False	False	False
KCNB1	Potassium Voltage-Gated Channel Subfamily B Member 1	Protein Coding	Q14721	60	GC20M049293	9.11168956756592	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNB1	True	False	False	True
KCNC1	Potassium Voltage-Gated Channel Subfamily C Member 1	Protein Coding	P48547	58	GC11P021375	3.30658483505249	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC1	True	False	True	True
KCNC2	Potassium Voltage-Gated Channel Subfamily C Member 2	Protein Coding	Q96PR1	54	GC12M075040	7.97352933883667	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC2	True	False	False	False
KCNC3	Potassium Voltage-Gated Channel Subfamily C Member 3	Protein Coding	Q14003	58	GC19M109100	14.7365465164185	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC3	True	True	False	True
KCND2	Potassium Voltage-Gated Channel Subfamily D Member 2	Protein Coding	Q9NZV8	57	GC07P120273	2.97648334503174	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND2	True	False	False	False
KCND3	Potassium Voltage-Gated Channel Subfamily D Member 3	Protein Coding	Q9UK17	60	GC01M111770	14.5442428588867	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND3	True	True	False	False
KCNE1	Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 1	Protein Coding	P15382	58	GC21M034446	3.69295144081116	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE1	True	False	False	False
KCNE2	Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 2	Protein Coding	Q9Y6J6	55	GC21P034316	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE2	True	False	False	False
KCNE5	Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 5	Protein Coding	Q9UJ90	45	GC0XM109623	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE5	True	False	False	False
KCNF1	Potassium Voltage-Gated Channel Modifier Subfamily F Member 1	Protein Coding	Q9H3M0	49	GC02P010911	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNF1	True	False	False	False
KCNG1	Potassium Voltage-Gated Channel Modifier Subfamily G Member 1	Protein Coding	Q9UIX4	47	GC20M051003	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNG1	True	False	False	False
KCNG2	Potassium Voltage-Gated Channel Modifier Subfamily G Member 2	Protein Coding	Q9UJ96	45	GC18P079797	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNG2	True	False	False	False
KCNG3	Potassium Voltage-Gated Channel Modifier Subfamily G Member 3	Protein Coding	Q8TAE7	47	GC02M042389	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNG3	True	False	False	False
KCNH1	Potassium Voltage-Gated Channel Subfamily H Member 1	Protein Coding	O95259	58	GC01M210678	0.304524540901184	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH1	True	True	False	False
KCNH2	Potassium Voltage-Gated Channel Subfamily H Member 2	Protein Coding	Q12809	63	GC07M150944	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2	True	True	False	True
KCNH3	Potassium Voltage-Gated Channel Subfamily H Member 3	Protein Coding	Q9ULD8	52	GC12P049539	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH3	True	False	False	False
KCNH5	Potassium Voltage-Gated Channel Subfamily H Member 5	Protein Coding	Q8NCM2	57	GC14M062699	4.58739185333252	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH5	True	False	False	False
KCNIP1	Potassium Voltage-Gated Channel Interacting Protein 1	Protein Coding	Q9NZI2	54	GC05P170353	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP1	True	True	True	True
KCNIP2	Potassium Voltage-Gated Channel Interacting Protein 2	Protein Coding	Q9NS61	51	GC10M101825	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP2	True	False	False	False
KCNIP2-AS1	KCNIP2 Antisense RNA 1	RNA Gene		15	GC10P124436	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP2-AS1	True	False	False	False
KCNIP4	Potassium Voltage-Gated Channel Interacting Protein 4	Protein Coding	Q6PIL6	52	GC04M020728	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP4	True	True	False	False
KCNJ10	Potassium Inwardly Rectifying Channel Subfamily J Member 10	Protein Coding	P78508	58	GC01M159998	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ10	True	True	False	False
KCNJ11	Potassium Inwardly Rectifying Channel Subfamily J Member 11	Protein Coding	Q14654	59	GC11M018109	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ11	True	True	False	False
KCNJ12	Potassium Inwardly Rectifying Channel Subfamily J Member 12	Protein Coding	Q14500	55	GC17P154190	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ12	True	False	False	False
KCNJ13	Potassium Inwardly Rectifying Channel Subfamily J Member 13	Protein Coding	O60928	53	GC02M232765	0.377083480358124	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ13	False	False	False	True
KCNJ15	Potassium Inwardly Rectifying Channel Subfamily J Member 15	Protein Coding	Q99712	53	GC21P038157	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ15	False	True	False	False
KCNJ18	Potassium Inwardly Rectifying Channel Subfamily J Member 18	Protein Coding	B7U540	35	GC17P156516	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ18	True	False	False	False
KCNJ2	Potassium Inwardly Rectifying Channel Subfamily J Member 2	Protein Coding	P63252	61	GC17P070168	2.30067038536072	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ2	True	False	False	False
KCNJ3	Potassium Inwardly Rectifying Channel Subfamily J Member 3	Protein Coding	P48549	59	GC02P155806	5.23178243637085	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ3	True	True	False	True
KCNJ5	Potassium Inwardly Rectifying Channel Subfamily J Member 5	Protein Coding	P48544	61	GC11P128891	4.08882904052734	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ5	True	True	False	False
KCNJ5-AS1	KCNJ5 Antisense RNA 1	RNA Gene	Q8TAV5	30	GC11M140818	3.94696760177612	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ5-AS1	True	False	False	False
KCNJ6	Potassium Inwardly Rectifying Channel Subfamily J Member 6	Protein Coding	P48051	60	GC21M037607	4.13033390045166	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ6	True	True	False	True
KCNJ6-AS1	KCNJ6 Antisense RNA 1	RNA Gene		14	GC21P037560	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ6-AS1	True	False	False	False
KCNJ8	Potassium Inwardly Rectifying Channel Subfamily J Member 8	Protein Coding	Q15842	55	GC12M021764	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ8	False	True	False	False
KCNK17	Potassium Two Pore Domain Channel Subfamily K Member 17	Protein Coding	Q96T54	47	GC06M106652	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK17	False	True	False	False
KCNK3	Potassium Two Pore Domain Channel Subfamily K Member 3	Protein Coding	O14649	61	GC02P026692	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK3	True	False	False	False
KCNK4	Potassium Two Pore Domain Channel Subfamily K Member 4	Protein Coding	Q9NYG8	54	GC11P107693	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK4	True	False	False	False
KCNK9	Potassium Two Pore Domain Channel Subfamily K Member 9	Protein Coding	Q9NPC2	58	GC08M139585	2.74776268005371	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK9	True	False	False	False
KCNMA1	Potassium Calcium-Activated Channel Subfamily M Alpha 1	Protein Coding	Q12791	61	GC10M076869	14.7200593948364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMA1	True	True	False	True
KCNMB3	Potassium Calcium-Activated Channel Subfamily M Regulatory Beta Subunit 3	Protein Coding	Q9NPA1	48	GC03M179236	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB3	True	False	False	False
